D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\center_2018_03_02_09_18_18_593.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\left_2018_03_02_09_18_18_593.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\right_2018_03_02_09_18_18_593.jpg,0,0,0,2.412872
D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\center_2018_03_02_09_18_18_658.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\left_2018_03_02_09_18_18_658.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\right_2018_03_02_09_18_18_658.jpg,0,0,0,2.397527
D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\center_2018_03_02_09_18_18_725.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\left_2018_03_02_09_18_18_725.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\right_2018_03_02_09_18_18_725.jpg,0,0,0,2.382274
D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\center_2018_03_02_09_18_18_800.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\left_2018_03_02_09_18_18_800.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\right_2018_03_02_09_18_18_800.jpg,0,0,0,2.362081
D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\center_2018_03_02_09_18_18_869.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\left_2018_03_02_09_18_18_869.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\right_2018_03_02_09_18_18_869.jpg,0,0,0,2.342049
D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\center_2018_03_02_09_18_18_938.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\left_2018_03_02_09_18_18_938.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\right_2018_03_02_09_18_18_938.jpg,0,0,0,2.327066
D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\center_2018_03_02_09_18_19_005.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\left_2018_03_02_09_18_19_005.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\right_2018_03_02_09_18_19_005.jpg,0,0,0,2.312049
D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\center_2018_03_02_09_18_19_077.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\left_2018_03_02_09_18_19_077.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\right_2018_03_02_09_18_19_077.jpg,0,0,0,2.292168
D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\center_2018_03_02_09_18_19_145.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\left_2018_03_02_09_18_19_145.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\right_2018_03_02_09_18_19_145.jpg,0,0,0,2.277362
D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\center_2018_03_02_09_18_19_215.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\left_2018_03_02_09_18_19_215.jpg,D:\project\udacity\Self-Driving-Car\Behaviour Cloning Data\right_to_center\IMG\right_2018_03_02_09_18_19_215.jpg,0,0,0,2.257759
