IMG/center_2018_02_28_22_02_28_511.jpg,IMG/left_2018_02_28_22_02_28_511.jpg,IMG/right_2018_02_28_22_02_28_511.jpg,1,0,0,19.67688
IMG/center_2018_02_28_22_02_28_585.jpg,IMG/left_2018_02_28_22_02_28_585.jpg,IMG/right_2018_02_28_22_02_28_585.jpg,1,0,0,19.40516
IMG/center_2018_02_28_22_02_28_661.jpg,IMG/left_2018_02_28_22_02_28_661.jpg,IMG/right_2018_02_28_22_02_28_661.jpg,1,0,0,19.1751
IMG/center_2018_02_28_22_02_28_729.jpg,IMG/left_2018_02_28_22_02_28_729.jpg,IMG/right_2018_02_28_22_02_28_729.jpg,0.8435901,0,0,18.65903
IMG/center_2018_02_28_22_02_28_803.jpg,IMG/left_2018_02_28_22_02_28_803.jpg,IMG/right_2018_02_28_22_02_28_803.jpg,0.5991262,0,0,18.58443
IMG/center_2018_02_28_22_02_28_874.jpg,IMG/left_2018_02_28_22_02_28_874.jpg,IMG/right_2018_02_28_22_02_28_874.jpg,0.4285298,0,0,18.89762
IMG/center_2018_02_28_22_02_28_946.jpg,IMG/left_2018_02_28_22_02_28_946.jpg,IMG/right_2018_02_28_22_02_28_946.jpg,0.1697928,0,0,18.76298
IMG/center_2018_02_28_22_02_32_302.jpg,IMG/left_2018_02_28_22_02_32_302.jpg,IMG/right_2018_02_28_22_02_32_302.jpg,0.7,0,0,17.97185
IMG/center_2018_02_28_22_02_32_370.jpg,IMG/left_2018_02_28_22_02_32_370.jpg,IMG/right_2018_02_28_22_02_32_370.jpg,0.8500001,0,0,17.30124
IMG/center_2018_02_28_22_02_32_441.jpg,IMG/left_2018_02_28_22_02_32_441.jpg,IMG/right_2018_02_28_22_02_32_441.jpg,1,0,0,16.94297
IMG/center_2018_02_28_22_02_32_511.jpg,IMG/left_2018_02_28_22_02_32_511.jpg,IMG/right_2018_02_28_22_02_32_511.jpg,1,0,0,17.17686
IMG/center_2018_02_28_22_02_32_581.jpg,IMG/left_2018_02_28_22_02_32_581.jpg,IMG/right_2018_02_28_22_02_32_581.jpg,1,0,0,16.96419
IMG/center_2018_02_28_22_02_32_652.jpg,IMG/left_2018_02_28_22_02_32_652.jpg,IMG/right_2018_02_28_22_02_32_652.jpg,1,0,0,16.34942
IMG/center_2018_02_28_22_02_32_727.jpg,IMG/left_2018_02_28_22_02_32_727.jpg,IMG/right_2018_02_28_22_02_32_727.jpg,0.8271012,0,0,16.21216
IMG/center_2018_02_28_22_02_32_795.jpg,IMG/left_2018_02_28_22_02_32_795.jpg,IMG/right_2018_02_28_22_02_32_795.jpg,0.6671674,0,0,16.6552
IMG/center_2018_02_28_22_02_36_347.jpg,IMG/left_2018_02_28_22_02_36_347.jpg,IMG/right_2018_02_28_22_02_36_347.jpg,1,0,0,15.60629
IMG/center_2018_02_28_22_02_36_420.jpg,IMG/left_2018_02_28_22_02_36_420.jpg,IMG/right_2018_02_28_22_02_36_420.jpg,1,0,0,15.45358
IMG/center_2018_02_28_22_02_36_490.jpg,IMG/left_2018_02_28_22_02_36_490.jpg,IMG/right_2018_02_28_22_02_36_490.jpg,1,0,0,15.10875
IMG/center_2018_02_28_22_02_36_564.jpg,IMG/left_2018_02_28_22_02_36_564.jpg,IMG/right_2018_02_28_22_02_36_564.jpg,0.8736187,0,0,14.97314
IMG/center_2018_02_28_22_02_36_632.jpg,IMG/left_2018_02_28_22_02_36_632.jpg,IMG/right_2018_02_28_22_02_36_632.jpg,0.6896353,0,0,15.16879
IMG/center_2018_02_28_22_02_36_701.jpg,IMG/left_2018_02_28_22_02_36_701.jpg,IMG/right_2018_02_28_22_02_36_701.jpg,0.4636605,0,0,15.09471
IMG/center_2018_02_28_22_02_36_768.jpg,IMG/left_2018_02_28_22_02_36_768.jpg,IMG/right_2018_02_28_22_02_36_768.jpg,0.2822863,0,0,14.77112
IMG/center_2018_02_28_22_02_36_837.jpg,IMG/left_2018_02_28_22_02_36_837.jpg,IMG/right_2018_02_28_22_02_36_837.jpg,0.1016705,0,0,14.9095
IMG/center_2018_02_28_22_02_36_906.jpg,IMG/left_2018_02_28_22_02_36_906.jpg,IMG/right_2018_02_28_22_02_36_906.jpg,0.1,0,0,14.77406
